contract_id,sim_to_Affiliate License-Licensee,sim_to_Affiliate License-Licensor,sim_to_Agreement Date,sim_to_Anti-Assignment,sim_to_Audit Rights,sim_to_Cap On Liability,sim_to_Change Of Control,sim_to_Competitive Restriction Exception,sim_to_Covenant Not To Sue,sim_to_Document Name,sim_to_Effective Date,sim_to_Exclusivity,sim_to_Expiration Date,sim_to_Governing Law,sim_to_Insurance,sim_to_Ip Ownership Assignment,sim_to_Irrevocable Or Perpetual License,sim_to_Joint Ip Ownership,sim_to_License Grant,sim_to_Liquidated Damages,sim_to_Minimum Commitment,sim_to_Most Favored Nation,sim_to_No-Solicit Of Customers,sim_to_No-Solicit Of Employees,sim_to_Non-Compete
EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement,0.3308571,0.37798953,0.34136236,0.42966026,0.394906,0.35139155,0.37425554,0.4138798,0.44111675,0.48008817,0.59821296,0.43250844,0.54512,0.47146824,0.4526155,0.43540144,0.24145316,0.4250311,0.4655866,0.34790418,0.46434337,0.22703496,0.46291226,0.49188936,0.33082342
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement,0.31165937,0.39336288,0.26153433,0.38715103,0.2544853,0.27891713,0.3277894,0.33371615,0.3434655,0.36581963,0.32460147,0.38988513,0.4120855,0.22517434,0.4499138,0.32753104,0.2657137,0.2813482,0.43213683,0.2414875,0.48494858,0.20801423,0.38349733,0.24460533,0.31090403
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,0.3816598,0.29600507,0.26013157,0.38554114,0.27149945,0.26752263,0.35202006,0.3364485,0.43534863,0.38796693,0.59895635,0.3335085,0.52553546,0.49765646,0.44120523,0.3696003,0.31039795,0.4155668,0.3316547,0.31165713,0.497226,0.20485052,0.48200738,0.44789797,0.2990988
EhaveInc_20190515_20-F_EX-4.44_11678816_EX-4.44_License Agreement_ Reseller Agreement,0.5254144,0.53084946,0.22100058,0.56519,0.34510702,0.48963344,0.5340867,0.54216594,0.40431902,0.52686465,0.44460982,0.5538545,0.46117502,0.43331856,0.4698568,0.5021155,0.45248365,0.5581354,0.52480644,0.35863397,0.3871895,0.39973724,0.546178,0.45482984,0.41898274
ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement,0.44308275,0.35764205,0.18016055,0.45777583,0.37095195,0.352324,0.45466828,0.4164456,0.37667733,0.34104383,0.46354467,0.43062788,0.41721258,0.4807229,0.3723847,0.3582114,0.40566295,0.4309763,0.42583048,0.3497225,0.37998208,0.31018502,0.3685439,0.43406647,0.40025318
EmbarkComInc_19991008_S-1A_EX-10.10_6487661_EX-10.10_Co-Branding Agreement,0.45964092,0.4058485,0.24316731,0.41432393,0.30694586,0.28567025,0.4319505,0.43054107,0.48971832,0.3961007,0.4481569,0.4162764,0.465711,0.33745202,0.42198122,0.39586413,0.34305936,0.3292718,0.39164004,0.26137114,0.53693247,0.24859679,0.5219494,0.40078905,0.42146578
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement,0.35393322,0.38714063,0.31103235,0.45506686,0.3416993,0.34587336,0.36278552,0.42597473,0.37054747,0.48417908,0.60892993,0.4329128,0.5906556,0.3280549,0.4394346,0.35706022,0.23276316,0.42538428,0.38525903,0.28330797,0.38353598,0.31998867,0.47363317,0.48610726,0.38297647
EmmisCommunicationsCorp_20191125_8-K_EX-10.6_11906433_EX-10.6_Marketing Agreement,0.40500727,0.41522354,0.29540306,0.46751112,0.32145458,0.34197372,0.43335667,0.48421448,0.34516263,0.49805385,0.58346844,0.46212113,0.55152303,0.46552306,0.40438682,0.50491464,0.44058096,0.54552543,0.4512173,0.3977572,0.39011708,0.34293008,0.45746768,0.54241085,0.33645862
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement,0.36418664,0.4267929,0.28011546,0.53156763,0.42487937,0.42689064,0.40407026,0.4110798,0.4909329,0.41942686,0.5556787,0.45311576,0.54269195,0.31394923,0.34101278,0.418566,0.3063553,0.4563036,0.47249162,0.33222204,0.5113965,0.3449913,0.4075443,0.43071288,0.39287114
EuromediaHoldingsCorp_20070215_10SB12G_EX-10.B(01)_525118_EX-10.B(01)_Content License Agreement,0.48612103,0.42824247,0.21913487,0.39181113,0.2502108,0.37354696,0.4606456,0.41795036,0.3628243,0.44794315,0.50687635,0.40230113,0.54567945,0.29919183,0.34286845,0.45846853,0.56458324,0.42864907,0.39195183,0.36338288,0.37951267,0.2967854,0.43612522,0.4022029,0.29524243
ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Promotion Agreement,0.4350475,0.5045914,0.19802734,0.5344943,0.29652798,0.38428658,0.42260855,0.42978388,0.47119159,0.45598197,0.39652428,0.50617886,0.5193463,0.315026,0.36880028,0.4737545,0.2909745,0.47013268,0.4731366,0.29764664,0.4680779,0.3661648,0.45793,0.42231226,0.3460908
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT,0.35900047,0.3252165,0.23875883,0.38662323,0.22091287,0.23203391,0.4092123,0.47212645,0.330602,0.301928,0.4810633,0.33726025,0.46192637,0.33546066,0.3878039,0.3305111,0.25125578,0.48197228,0.35741574,0.35035163,0.39214534,0.22733821,0.42051414,0.43136105,0.4247812
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,0.32200027,0.339022,0.10317381,0.34286618,0.1199765,0.25650227,0.35529006,0.35993892,0.30108684,0.35468972,0.2672425,0.2410241,0.3074856,0.38356996,0.22322139,0.27150565,0.28981686,0.40232003,0.31958252,0.24422058,0.2425357,0.10403969,0.30705678,0.2848256,0.22298832
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF,0.36587164,0.2853323,0.04103143,0.3369817,0.13968495,0.27281606,0.36630654,0.37043417,0.29568908,0.220831,0.31156012,0.31302324,0.29320547,0.3135253,0.2609746,0.27845633,0.26656964,0.40931585,0.3122896,0.2912268,0.27684996,0.1516249,0.3456638,0.353397,0.312224
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT,0.32406592,0.32078093,0.09084597,0.29843143,0.13970938,0.20532647,0.31099373,0.35322535,0.27968252,0.28562605,0.2339733,0.24297522,0.2436861,0.37889996,0.21285248,0.26571235,0.27675664,0.3832756,0.34411764,0.18265605,0.22947681,0.114969686,0.2906977,0.32294524,0.2533872
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT,0.53032315,0.57658386,0.15968136,0.5539373,0.37906545,0.44709718,0.46490505,0.43807244,0.5503799,0.51406735,0.3779964,0.58860993,0.48026803,0.3811721,0.37849754,0.46752822,0.4021785,0.55461764,0.6364217,0.23900346,0.3904364,0.37244368,0.44904852,0.37558532,0.39822298
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT",0.630853,0.4345461,0.16312501,0.5389691,0.32922876,0.36617202,0.50550824,0.43788785,0.42710608,0.42129934,0.38902676,0.390405,0.3269313,0.38482106,0.2666747,0.47294134,0.3453989,0.4776379,0.48341775,0.22670147,0.26974452,0.2671219,0.39155206,0.37239707,0.3384704
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT,0.3290586,0.29716966,0.2494686,0.32028887,0.2645925,0.36886966,0.2839711,0.30087554,0.31051064,0.306951,0.35535422,0.29665542,0.36531997,0.31856674,0.31202173,0.29701293,0.2406506,0.3121047,0.44030115,0.3507413,0.38662717,0.35165587,0.3312424,0.34063232,0.30555534
"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement",0.2514124,0.21773666,0.38112885,0.42885178,0.26556015,0.27236107,0.34095326,0.29812205,0.3608514,0.35167813,0.5689291,0.4092858,0.4949631,0.29618263,0.2384536,0.3046645,0.17599136,0.36922532,0.36772048,0.20241962,0.32897353,0.21327683,0.41325027,0.3370278,0.27403706
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT",0.3210472,0.2878709,0.18879719,0.38503617,0.26188067,0.38377285,0.4787914,0.50999755,0.27760595,0.47402883,0.57226723,0.308848,0.45836353,0.33775634,0.36415288,0.33213335,0.26514363,0.4611297,0.4110394,0.48446295,0.4052946,0.3306131,0.435273,0.5551399,0.34012368
FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION,0.35247403,0.40848187,0.30647624,0.42799443,0.39822742,0.3897767,0.42240196,0.33868554,0.37370914,0.52380335,0.5644156,0.44948065,0.6061623,0.28553647,0.3935451,0.33714402,0.28416008,0.45808786,0.41120046,0.35155642,0.36777648,0.37032753,0.4283769,0.48966402,0.30242383
FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,0.33404356,0.35209298,0.30348384,0.44060498,0.43413267,0.45174682,0.39654875,0.40018424,0.39470145,0.43134165,0.56087714,0.4575928,0.4946671,0.3670941,0.396303,0.3660932,0.30370173,0.4492482,0.45560706,0.41828477,0.42177045,0.33909965,0.44191533,0.4067158,0.3620152
Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement,0.30175632,0.38320732,0.17281096,0.35248774,0.24976099,0.2645313,0.4005466,0.37284082,0.37513688,0.44569796,0.39959753,0.34274095,0.35586715,0.1780087,0.26056322,0.41120481,0.34186783,0.43435723,0.29735076,0.26724988,0.40066212,0.275673,0.39368945,0.31032175,0.43223
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement,0.3496489,0.33219308,0.29703063,0.48053896,0.3353747,0.3568957,0.3532437,0.40444437,0.39689314,0.35015723,0.53622174,0.37434697,0.44919175,0.3762442,0.4886288,0.30025145,0.22060654,0.3780117,0.3623839,0.32915938,0.45328486,0.29833356,0.5055127,0.49978307,0.32074818
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,0.29864982,0.30023322,0.2689703,0.35111764,0.36283505,0.29617673,0.37033278,0.3932822,0.3171569,0.36768448,0.46400407,0.31200606,0.45262992,0.34887585,0.27563313,0.32245803,0.24914554,0.44211346,0.66521645,0.29733407,0.31915498,0.23993483,0.31734273,0.4246032,0.28976113
FulucaiProductionsLtd_20131223_10-Q_EX-10.9_8368347_EX-10.9_Content License Agreement,0.48089522,0.5142993,0.15183544,0.47712833,0.26944527,0.39397073,0.42899108,0.40390566,0.35437596,0.475762,0.39545333,0.49852705,0.4291441,0.39265352,0.39273477,0.50147504,0.5668429,0.47607887,0.56560385,0.31902224,0.42911878,0.36425743,0.41115057,0.35581234,0.3298459
FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement,0.31837904,0.36581516,0.34621233,0.5213007,0.377622,0.42954978,0.4247772,0.40955767,0.44913083,0.4811688,0.64973193,0.43884647,0.6479931,0.37315196,0.44706702,0.40916127,0.2823317,0.5210234,0.37147117,0.4668324,0.4458329,0.28124782,0.53018236,0.5194777,0.3396945
GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT,0.29307508,0.38307074,0.11979675,0.40130746,0.2383107,0.33835214,0.37378585,0.3587166,0.40546322,0.39454362,0.21007231,0.41485763,0.30361128,0.23952672,0.38377863,0.33985794,0.23122805,0.30920988,0.39967197,0.28717053,0.39357397,0.26483124,0.30511338,0.2736714,0.28111562
GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0.37636107,0.45187247,0.09526979,0.42719096,0.18853751,0.3213836,0.3785922,0.34862083,0.35685945,0.4272655,0.3440153,0.41710433,0.29034048,0.19393536,0.19221288,0.4328116,0.43329114,0.38625312,0.28745368,0.36868978,0.377698,0.3570364,0.41413963,0.278762,0.22563839
"GALERATHERAPEUTICS,INC_02_14_2020-EX-99.A-JOINT FILING AGREEMENT",0.31298363,0.18212679,0.17056972,0.3461454,0.22158165,0.22209677,0.29030615,0.23632991,0.36771286,0.33317173,0.2603908,0.2761043,0.28322566,0.1828508,0.25115934,0.29450667,0.2188427,0.32267085,0.3156203,0.17351016,0.2684378,0.27432713,0.27177554,0.10709486,0.24798831
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT",0.43460816,0.3897673,0.20660447,0.44080508,0.31575882,0.29509962,0.4572695,0.49150035,0.40895313,0.46021873,0.5569612,0.44182366,0.4866928,0.3769034,0.40883267,0.35941136,0.27035752,0.5063896,0.460086,0.31505743,0.42127508,0.30789468,0.5036063,0.60507125,0.46543244
GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,0.41151708,0.4120543,0.17489368,0.42925763,0.23986669,0.30922323,0.43506116,0.48051807,0.34196132,0.5102786,0.4517517,0.34515104,0.41425145,0.34808218,0.37278098,0.40504175,0.306028,0.57711047,0.48079136,0.303989,0.31924522,0.31048983,0.44156477,0.45310542,0.42955798
GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement,0.3421566,0.27734858,0.21219692,0.29997233,0.17123201,0.3145311,0.33545482,0.3272623,0.26993743,0.30262303,0.39997017,0.35549736,0.43708432,0.27001503,0.3588864,0.26387066,0.33918354,0.22416559,0.2002992,0.4442655,0.43902013,0.29237804,0.39405465,0.29107705,0.21819454
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,0.41721636,0.32524872,0.19977552,0.45110008,0.2739671,0.34966153,0.46418172,0.47867733,0.38371575,0.43697876,0.4134512,0.42979568,0.43624085,0.42973596,0.27894026,0.39942825,0.26375297,0.504017,0.49106348,0.2437355,0.3634431,0.3266971,0.4124394,0.39343518,0.38143492
"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement",0.3156793,0.28432757,0.25639957,0.39688993,0.22739373,0.35487866,0.4404931,0.3068614,0.32796296,0.43248695,0.54147947,0.22537285,0.56082106,0.3029129,0.41736433,0.2860123,0.28704503,0.37685245,0.25963634,0.3680788,0.39368922,0.24598514,0.46065238,0.41614825,0.3700989
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT,0.25790626,0.3539604,0.16200472,0.4364437,0.27916238,0.4242171,0.44274753,0.3676684,0.29339004,0.31274205,0.33448666,0.35491768,0.31515014,0.3688169,0.3414688,0.35180342,0.32780868,0.5025666,0.49787694,0.46636775,0.342982,0.38793057,0.3910591,0.3751427,0.33473834
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT",0.32886124,0.34728444,0.094756916,0.40119705,0.19853416,0.32198226,0.26024395,0.33616066,0.35978752,0.32530174,0.24349877,0.29899287,0.2752694,0.28622806,0.23734273,0.3309753,0.2052528,0.3696683,0.3942402,0.17319527,0.25664473,0.26357633,0.38746423,0.30433017,0.25280863
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",0.43527657,0.48365575,0.20420367,0.5456284,0.30383593,0.4103908,0.6204196,0.4402845,0.46898168,0.4217066,0.4886838,0.484986,0.4989874,0.4777561,0.3796499,0.58367395,0.45490852,0.6200099,0.5213956,0.35056818,0.34425068,0.3684793,0.45109817,0.4295826,0.37890536
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT,0.38253978,0.4413653,0.32721287,0.3971277,0.33422798,0.34131098,0.4382089,0.5025669,0.40978906,0.4637822,0.60071886,0.5317207,0.57167614,0.37703848,0.41646078,0.4073483,0.32530773,0.42529142,0.4413886,0.3969272,0.60315895,0.34921426,0.44550872,0.54934305,0.36391008
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT,0.3356306,0.29064023,0.287351,0.3926862,0.25428364,0.2721338,0.30998373,0.34243718,0.29643387,0.37766582,0.35034344,0.34889865,0.31575945,0.2817917,0.2614686,0.21018992,0.22427401,0.32631403,0.3044324,0.20962682,0.30011928,0.1851396,0.3550753,0.22905451,0.20932436
"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT",0.35242993,0.32373476,0.25794417,0.47858506,0.40477067,0.5299743,0.47605735,0.4650867,0.49917966,0.376775,0.5594403,0.43618813,0.5182305,0.5668577,0.41370672,0.45862907,0.2258811,0.5381757,0.41721582,0.414377,0.46687925,0.39958858,0.55137867,0.5072114,0.52673376
GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement,0.4269458,0.43911067,0.117264174,0.5399418,0.3014555,0.39176396,0.48290098,0.39011836,0.44779044,0.3937381,0.4906575,0.38162908,0.41405478,0.5042939,0.3187373,0.526227,0.30744103,0.5730891,0.48710424,0.32846582,0.2929926,0.34281218,0.4382606,0.46466836,0.35383263
GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement,0.3926105,0.39115632,0.24930345,0.5220995,0.3154295,0.44152647,0.48432028,0.40067267,0.455343,0.4930938,0.4549725,0.41754156,0.52822816,0.44040984,0.4152377,0.40728143,0.30962852,0.41786903,0.43121094,0.47627676,0.5200193,0.47157553,0.4458775,0.366642,0.4368819
GlobalTechnologiesGroupInc_20050928_10KSB_EX-10.9_4148808_EX-10.9_Content License Agreement,0.3979813,0.498643,0.17205605,0.46852148,0.22103547,0.31117052,0.51241255,0.4309854,0.37194878,0.4974079,0.42821229,0.46509042,0.4668579,0.39013696,0.35765818,0.500834,0.5646917,0.5052289,0.46278164,0.36676022,0.42881614,0.38813007,0.43340158,0.33626932,0.28250498
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,0.5900923,0.58337975,0.16809255,0.5026479,0.24842352,0.3989707,0.4103427,0.51979893,0.4204122,0.50427175,0.4121405,0.45582867,0.42264807,0.48237598,0.3892137,0.71214855,0.5558757,0.4764799,0.51714516,0.20589647,0.38827997,0.38050136,0.46929184,0.41145703,0.364928
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,0.4728449,0.47258654,0.18083574,0.45129067,0.14684126,0.34937137,0.4116893,0.42383003,0.32915673,0.42683378,0.31331334,0.36337632,0.37408912,0.34310946,0.26886338,0.64593256,0.5765066,0.40218794,0.46129566,0.15312189,0.29508603,0.3389508,0.37048006,0.273173,0.2854637
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3,0.5245549,0.45233065,0.10062299,0.4123691,0.17254287,0.32833427,0.35600418,0.42263097,0.3618608,0.43993598,0.2810934,0.4003145,0.3294924,0.27981585,0.2478862,0.6124867,0.54345036,0.3670863,0.4373131,0.14727855,0.30274788,0.34883726,0.34370136,0.27344382,0.23280287
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement4,0.41364253,0.39650163,0.19549349,0.40261304,0.09369786,0.22385484,0.31144783,0.33498022,0.3037887,0.37342992,0.3418858,0.3028328,0.35259762,0.29246312,0.21412311,0.58458644,0.46360394,0.3712119,0.32807824,0.127433,0.21650481,0.20433423,0.31742442,0.22978151,0.27166158
GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement,0.3897113,0.41229466,0.30364633,0.39506245,0.30649975,0.32473677,0.39554736,0.38143075,0.3480686,0.5018531,0.6001019,0.38914937,0.60806155,0.40423366,0.40325624,0.4218784,0.46595058,0.45443746,0.41948873,0.35682583,0.42891648,0.24530427,0.480357,0.4427908,0.29110587
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement,0.32913393,0.30919582,0.26984733,0.37866068,0.20789304,0.25461578,0.34492213,0.31207305,0.28542334,0.40991628,0.5626131,0.26782918,0.48612064,0.4086331,0.33100057,0.448188,0.38440275,0.3539208,0.28419507,0.3380075,0.32685435,0.23023173,0.36466566,0.44648162,0.3033896
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.8_11951679_EX-10.8_Service Agreement,0.2985351,0.3554057,0.25926888,0.36859152,0.17592368,0.28175044,0.29935464,0.29723597,0.36247003,0.36791193,0.36909336,0.31304878,0.3606453,0.37440985,0.32396996,0.4449548,0.28773683,0.3244887,0.3057785,0.21685085,0.359581,0.28931308,0.3582993,0.32812077,0.39011085
GridironBionutrientsInc_20171206_8-K_EX-10.1_10972555_EX-10.1_Endorsement Agreement,0.3434993,0.36725736,0.12239976,0.44342196,0.13852003,0.20912498,0.346983,0.27032328,0.33327565,0.3631702,0.2456569,0.31260484,0.24408196,0.3196923,0.36517674,0.3770245,0.27432597,0.23848319,0.40123302,0.14874637,0.3520652,0.1755319,0.2978257,0.27512634,0.29227102
GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement,0.16074955,0.24940304,0.015037603,0.2885425,-0.0017658495,0.12526442,0.21078071,0.09528736,0.1944345,0.24763706,0.014402149,0.19264677,0.054082133,0.13722649,0.24177396,0.2447902,0.12936023,0.08054176,0.24066177,0.06472928,0.22105922,0.1060895,0.101391025,0.08129531,0.13194278
"HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP AND DEVELOPMENT AGREEMENT",0.34238696,0.42775902,0.2139555,0.47163174,0.27565408,0.3184331,0.39239073,0.40712136,0.39296407,0.4165997,0.37229002,0.42617154,0.37655786,0.43109834,0.4463905,0.4634251,0.39308417,0.40560704,0.54819643,0.25322905,0.37321213,0.29420698,0.42773995,0.3929464,0.4430108
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT",0.3689277,0.40113822,0.23528922,0.48884875,0.296272,0.39077094,0.47268295,0.40833616,0.45902163,0.3859239,0.52489156,0.35356092,0.4242314,0.44317237,0.33851188,0.43644643,0.30358437,0.5299119,0.441123,0.4280039,0.36091182,0.26838854,0.38407794,0.4491237,0.421031
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1),0.36095053,0.44097304,0.31957883,0.539662,0.35177508,0.41807926,0.39135253,0.39066452,0.38002712,0.41492325,0.5424254,0.47273743,0.5386189,0.31010133,0.38790205,0.46220452,0.3703575,0.42642844,0.38919702,0.30162102,0.386863,0.3093602,0.40593052,0.37512186,0.34665406
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT - Escrow Agreement,0.36971867,0.40952644,0.16715965,0.3816914,0.3170709,0.32685134,0.35040754,0.2788318,0.2928679,0.46371967,0.3853482,0.31394657,0.300996,0.31352776,0.3317212,0.36619687,0.28761092,0.44351757,0.33081543,0.4376221,0.35017908,0.26116413,0.4008647,0.25281772,0.26565337
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement",0.33712167,0.34829414,0.32631946,0.48678425,0.37800646,0.39510182,0.32719254,0.32520777,0.41887257,0.46136105,0.58354497,0.4667799,0.59877247,0.34350473,0.2884215,0.4168828,0.26433086,0.4869259,0.4071456,0.27510047,0.37729585,0.34461525,0.4414376,0.41238934,0.23059687
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT",0.51808476,0.45299888,0.07177852,0.5191276,0.28262055,0.43876913,0.41895986,0.41221917,0.46802005,0.41945434,0.3103344,0.34869516,0.3032662,0.51985514,0.30051693,0.5571611,0.32860538,0.5085774,0.5493846,0.22914335,0.29266843,0.29966754,0.43207604,0.31706163,0.40312207
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT,0.40179968,0.271849,0.33419484,0.3992101,0.3248783,0.32023898,0.484896,0.43127027,0.43283957,0.38906908,0.6428716,0.4555855,0.6144122,0.4185583,0.4502639,0.33463717,0.26867917,0.45953745,0.39342555,0.41001838,0.5113226,0.23911525,0.51914287,0.5799527,0.40956318
"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT",0.3928991,0.3597957,0.20650192,0.41683653,0.23867506,0.32593864,0.4205755,0.46759307,0.4987914,0.3839515,0.48179904,0.3446675,0.48591557,0.42768222,0.32885912,0.4028231,0.29074213,0.4039966,0.3245141,0.34705362,0.47247678,0.33847877,0.46131757,0.43798482,0.4933524
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT,0.40057346,0.39095107,0.24908185,0.5237425,0.39352012,0.63285595,0.50066465,0.44364855,0.41893962,0.4843343,0.59891963,0.43027467,0.5539842,0.43715838,0.42501277,0.46565437,0.31660336,0.5610324,0.49114814,0.5035301,0.3899992,0.34668845,0.5684502,0.5213561,0.30251563
HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT,0.36613443,0.37021613,0.22539657,0.4174655,0.3885133,0.6430416,0.38647044,0.39021754,0.3950009,0.38362318,0.37693572,0.38655445,0.37723702,0.37409946,0.3836088,0.47806323,0.37290788,0.4101799,0.44162166,0.41069436,0.421727,0.33899406,0.5404342,0.34878045,0.28610533
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT,0.38274923,0.35276428,0.19745427,0.43574324,0.18399048,0.42719153,0.4144571,0.34298798,0.36286405,0.36683315,0.37834182,0.3250609,0.34581712,0.38136697,0.3284328,0.44262284,0.3086542,0.40396625,0.42727545,0.30344975,0.3524753,0.23271574,0.3894527,0.30285752,0.23536034
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT,0.40834504,0.40370086,0.33280343,0.4651148,0.31387827,0.3577771,0.4835718,0.38100624,0.43332303,0.4863881,0.63540393,0.4318232,0.6688781,0.36410052,0.32589912,0.3775835,0.36892024,0.47323963,0.370973,0.4185198,0.41571653,0.2931196,0.4592995,0.49312538,0.32391053
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,0.39332813,0.5343945,0.14385627,0.52729297,0.3523283,0.4033686,0.42869845,0.3950873,0.48434973,0.43942973,0.43398994,0.47439823,0.4780336,0.403623,0.3496709,0.45262104,0.33389467,0.5164907,0.5425029,0.25261545,0.3476594,0.3971794,0.40555415,0.4040587,0.37767196
HealthcareIntegratedTechnologiesInc_20190812_8-K_EX-10.1_11776966_EX-10.1_Reseller Agreement,0.44853085,0.36203462,0.22147758,0.4884199,0.26488534,0.48651457,0.48514876,0.40991586,0.43090934,0.37661695,0.5396515,0.43363532,0.49484003,0.55347115,0.32212067,0.4626109,0.31304508,0.4976536,0.3650267,0.4264359,0.3783055,0.40461916,0.5527509,0.45803356,0.3640065
HealthcentralCom_19991108_S-1A_EX-10.27_6623292_EX-10.27_Co-Branding Agreement,0.37391996,0.41545,0.25975555,0.5276622,0.2825752,0.35512537,0.3682683,0.36209476,0.45395136,0.3969705,0.454786,0.38040915,0.44441122,0.32829058,0.3101382,0.4704448,0.42197347,0.38885617,0.3793102,0.20000595,0.47789705,0.27824968,0.4833277,0.36187208,0.36187226
